work_year;job_title;job_category;salary_currency;salary;employee_residence;experience_level;company_location;company_size
2023;Data Engineer;Data Engineering;USD;185900;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;129300;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;145000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;120000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;206000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;130000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;153600;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;107500;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;146100;United Kingdom;Senior;United Kingdom;M
2023;Data Engineer;Data Engineering;USD;112400;United Kingdom;Senior;United Kingdom;M
2023;Data Engineer;Data Engineering;USD;241000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;155000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;194500;United States;Executive;United States;M
2023;Data Engineer;Data Engineering;USD;115500;United States;Executive;United States;M
2023;Data Specialist;Data Management and Strategy;USD;110000;United States;Mid-level;United States;M
2023;Data Specialist;Data Management and Strategy;USD;70000;United States;Mid-level;United States;M
2023;ML Engineer;Machine Learning and AI;USD;199000;United States;Senior;United States;M
2023;ML Engineer;Machine Learning and AI;USD;145000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;200000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;170000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;150120;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;120096;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;253000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;168000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;200000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;170000;United States;Senior;United States;M
2023;Decision Scientist;Data Science and Research;USD;185900;United States;Senior;United States;M
2023;Decision Scientist;Data Science and Research;USD;129300;United States;Senior;United States;M
2023;Analytics Engineer;Leadership and Management;USD;178600;United States;Senior;United States;M
2023;Analytics Engineer;Leadership and Management;USD;142880;United States;Senior;United States;M
2023;Data Science Manager;Data Science and Research;USD;255000;United States;Senior;United States;M
2023;Data Science Manager;Data Science and Research;USD;169000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;155000;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;100000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;151410;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;144200;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;151410;United States;Entry-level;United States;M
2023;Data Scientist;Data Science and Research;USD;115360;United States;Entry-level;United States;M
2023;Data Engineer;Data Engineering;USD;252000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;129000;United States;Senior;United States;M
2023;Analytics Engineer;Leadership and Management;USD;193170;United States;Mid-level;United States;M
2023;Analytics Engineer;Leadership and Management;USD;116480;United States;Mid-level;United States;M
2023;Applied Scientist;Data Science and Research;USD;250000;United States;Mid-level;United States;M
2023;Applied Scientist;Data Science and Research;USD;125000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;146000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;94000;United States;Senior;United States;M
2023;Director of Data Science;Data Science and Research;GBP;200000;United Kingdom;Executive;United Kingdom;M
2023;Director of Data Science;Data Science and Research;GBP;165000;United Kingdom;Executive;United Kingdom;M
2023;Head of Data;Leadership and Management;GBP;110000;United Kingdom;Executive;United Kingdom;M
2023;Head of Data;Leadership and Management;GBP;90000;United Kingdom;Executive;United Kingdom;M
2023;Applied Scientist;Data Science and Research;USD;260000;United States;Senior;United States;L
2023;Applied Scientist;Data Science and Research;USD;136000;United States;Senior;United States;L
2023;Head of Data;Leadership and Management;USD;329500;United States;Executive;United States;M
2023;Head of Data;Leadership and Management;USD;269600;United States;Executive;United States;M
2023;Data Architect;Data Architecture and Modeling;USD;250500;United States;Senior;United States;M
2023;Data Architect;Data Architecture and Modeling;USD;159500;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;115000;United States;Entry-level;United States;M
2023;Data Analyst;Data Analysis;USD;105000;United States;Entry-level;United States;M
2023;Research Scientist;Data Science and Research;USD;250000;United States;Senior;United States;M
2023;Research Scientist;Data Science and Research;USD;170000;United States;Senior;United States;M
2023;Research Scientist;Data Science and Research;USD;198800;United States;Senior;United States;M
2023;Research Scientist;Data Science and Research;USD;105200;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;94035;United States;Entry-level;United States;M
2023;Data Analyst;Data Analysis;USD;57920;United States;Entry-level;United States;M
2023;Applied Scientist;Data Science and Research;USD;222200;United States;Senior;United States;L
2023;Applied Scientist;Data Science and Research;USD;136000;United States;Senior;United States;L
2023;Data Analyst;Data Analysis;USD;113600;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;60000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;150000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;130000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;256000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;160000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;180000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;165000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;116000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;78000;United States;Senior;United States;M
2023;Computer Vision Engineer;Machine Learning and AI;USD;245000;United Kingdom;Senior;United Kingdom;M
2023;Computer Vision Engineer;Machine Learning and AI;USD;210000;United Kingdom;Senior;United Kingdom;M
2023;Data Analyst;Data Analysis;USD;115934;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;81666;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;283200;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;188800;United States;Senior;United States;M
2023;Research Scientist;Data Science and Research;USD;220000;United States;Senior;United States;M
2023;Research Scientist;Data Science and Research;USD;150000;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;192000;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;164000;United States;Senior;United States;M
2023;Business Data Analyst;Data Analysis;USD;36000;Ghana;Mid-level;Ghana;S
2023;Research Scientist;Data Science and Research;USD;205640;United States;Senior;United States;M
2023;Research Scientist;Data Science and Research;USD;142600;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;193200;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;156400;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;196000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;121000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;72000;Argentina;Senior;Argentina;M
2023;Data Engineer;Data Engineering;USD;48000;Argentina;Senior;Argentina;M
2023;Data Engineer;Data Engineering;USD;165000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;132300;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;244000;Canada;Senior;Canada;M
2023;Data Scientist;Data Science and Research;USD;197000;Canada;Senior;Canada;M
2023;Data Science Manager;Data Science and Research;USD;328000;United States;Senior;United States;M
2023;Data Science Manager;Data Science and Research;USD;211000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;237000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;201450;United States;Senior;United States;M
2023;ML Engineer;Machine Learning and AI;USD;229000;United States;Senior;United States;M
2023;ML Engineer;Machine Learning and AI;USD;206000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;231000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;134000;United States;Senior;United States;M
2023;ML Engineer;Machine Learning and AI;USD;183750;United States;Senior;United States;M
2023;ML Engineer;Machine Learning and AI;USD;165400;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;175000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;125000;United States;Mid-level;United States;M
2023;Analytics Engineer;Leadership and Management;USD;152900;United Kingdom;Senior;United Kingdom;M
2023;Analytics Engineer;Leadership and Management;USD;117700;United Kingdom;Senior;United Kingdom;M
2023;Data Scientist;Data Science and Research;USD;285800;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;154600;United States;Senior;United States;M
2023;Data Operations Engineer;Data Quality and Operations;USD;289120;United States;Senior;United States;M
2023;Data Operations Engineer;Data Quality and Operations;USD;192400;United States;Senior;United States;M
2023;Staff Data Analyst;Data Analysis;USD;179998;Saudi Arabia;Mid-level;Saudi Arabia;S
2023;Data Scientist;Data Science and Research;USD;35000;India;Mid-level;India;L
2023;Data Engineer;Data Engineering;USD;230000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;166000;United States;Senior;United States;M
2023;AWS Data Architect;Data Architecture and Modeling;USD;258000;United States;Mid-level;United States;L
2023;Data Scientist;Data Science and Research;USD;225000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;156400;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;190000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;150000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;196000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;121000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;219000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;141000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;230000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;206000;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;192000;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;164000;United States;Senior;United States;M
2023;ML Engineer;Machine Learning and AI;USD;300000;Australia;Mid-level;Australia;M
2023;ML Engineer;Machine Learning and AI;USD;260000;Australia;Mid-level;Australia;M
2023;Data Analyst;Data Analysis;USD;147000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;92000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;200000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;140000;United States;Senior;United States;M
2023;Data Manager;Leadership and Management;USD;110000;United States;Mid-level;United States;M
2023;Data Manager;Leadership and Management;USD;70000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;284310;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;153090;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;261500;United States;Senior;United States;L
2023;Machine Learning Engineer;Machine Learning and AI;USD;134500;United States;Senior;United States;L
2023;Product Data Analyst;Data Analysis;USD;83200;United States;Entry-level;United States;S
2023;Data Engineer;Data Engineering;USD;204500;Germany;Senior;Germany;M
2023;Data Engineer;Data Engineering;USD;142200;Germany;Senior;Germany;M
2023;Data Analyst;Data Analysis;USD;145000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;106000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;190000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;160000;United States;Senior;United States;M
2023;Analytics Engineer;Leadership and Management;USD;275300;United States;Senior;United States;M
2023;Analytics Engineer;Leadership and Management;USD;183500;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;GBP;120000;United Kingdom;Mid-level;United Kingdom;M
2023;Data Engineer;Data Engineering;GBP;100000;United Kingdom;Mid-level;United Kingdom;M
2023;ETL Developer;Data Engineering;USD;182850;United States;Senior;United States;M
2023;ETL Developer;Data Engineering;USD;113000;United States;Senior;United States;M
2023;Business Intelligence Engineer;BI and Visualization;USD;202800;United States;Senior;United States;L
2023;Business Intelligence Engineer;BI and Visualization;USD;104300;United States;Senior;United States;L
2023;Data Engineer;Data Engineering;USD;215000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;175000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;228856;United Kingdom;Executive;United Kingdom;M
2023;Data Scientist;Data Science and Research;USD;144540;United Kingdom;Executive;United Kingdom;M
2023;Data Engineer;Data Engineering;USD;162500;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;130000;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;140000;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;115000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;136600;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;109280;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;221000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;185000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;84000;Colombia;Senior;Colombia;M
2023;Data Analyst;Data Analysis;USD;60000;Colombia;Senior;Colombia;M
2023;Analytics Engineer;Leadership and Management;GBP;60000;United Kingdom;Mid-level;United Kingdom;M
2023;Analytics Engineer;Leadership and Management;GBP;50000;United Kingdom;Mid-level;United Kingdom;M
2023;BI Data Analyst;Data Analysis;USD;70000;Egypt;Mid-level;United States;M
2021;Machine Learning Developer;Machine Learning and AI;USD;60000;Nigeria;Senior;Nigeria;M
2023;Research Engineer;Data Science and Research;USD;281000;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;196000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;146000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;94000;United States;Senior;United States;M
2023;Data Integration Specialist;Data Management and Strategy;USD;69500;United States;Entry-level;United States;M
2023;Data Integration Specialist;Data Management and Strategy;USD;46400;United States;Entry-level;United States;M
2023;Data Engineer;Data Engineering;USD;185000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;150000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;145000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;115000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;254000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;200000;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;260000;United States;Senior;United States;L
2023;Applied Scientist;Data Science and Research;USD;136000;United States;Senior;United States;L
2023;Data Scientist;Data Science and Research;USD;281000;Canada;Senior;Canada;M
2023;Data Scientist;Data Science and Research;USD;181000;Canada;Senior;Canada;M
2023;Data Architect;Data Architecture and Modeling;USD;285000;United States;Senior;United States;M
2023;Data Architect;Data Architecture and Modeling;USD;210000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;69525;United States;Entry-level;United States;M
2023;Data Analyst;Data Analysis;USD;61800;United States;Entry-level;United States;M
2023;Data Scientist;Data Science and Research;USD;192000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;164000;United States;Senior;United States;M
2023;ML Engineer;Machine Learning and AI;USD;178000;United States;Senior;United States;M
2023;ML Engineer;Machine Learning and AI;USD;152000;United States;Senior;United States;M
2023;BI Developer;BI and Visualization;USD;160000;United States;Senior;Japan;L
2023;Data Scientist;Data Science and Research;USD;40000;Uzbekistan;Entry-level;United States;M
2023;Data Analyst;Data Analysis;USD;125000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;95000;United States;Senior;United States;M
2023;Data Visualization Analyst;BI and Visualization;USD;130000;United States;Senior;United States;M
2023;Data Visualization Analyst;BI and Visualization;USD;110000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;EUR;45000;Spain;Senior;Spain;M
2023;Data Scientist;Data Science and Research;EUR;36000;Spain;Senior;Spain;M
2023;Data Engineer;Data Engineering;USD;145000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;120000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;283200;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;188800;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;225000;France;Senior;France;M
2023;Research Engineer;Data Science and Research;USD;168000;France;Senior;France;M
2023;Data Scientist;Data Science and Research;USD;140000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;105000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;130001;United States;Entry-level;United States;M
2023;Data Scientist;Data Science and Research;USD;71907;United States;Entry-level;United States;M
2023;Analytics Engineer;Leadership and Management;USD;144000;Canada;Senior;Canada;M
2023;Analytics Engineer;Leadership and Management;USD;80000;Canada;Senior;Canada;M
2023;Data Architect;Data Architecture and Modeling;USD;205000;United States;Senior;United States;M
2023;Data Architect;Data Architecture and Modeling;USD;150000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;189400;United Kingdom;Senior;United Kingdom;M
2023;Data Analyst;Data Analysis;USD;131685;United Kingdom;Senior;United Kingdom;M
2023;Head of Data;Leadership and Management;USD;204500;United States;Executive;United States;M
2023;Head of Data;Leadership and Management;USD;142200;United States;Executive;United States;M
2023;Data Scientist;Data Science and Research;USD;150000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;130000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;120000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;120000;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;172000;United Kingdom;Senior;United Kingdom;M
2023;Data Analyst;Data Analysis;USD;110000;United Kingdom;Senior;United Kingdom;M
2023;Applied Scientist;Data Science and Research;USD;260000;United States;Senior;United States;L
2023;Applied Scientist;Data Science and Research;USD;136000;United States;Senior;United States;L
2023;Data Analyst;Data Analysis;USD;110000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;90000;United States;Senior;United States;M
2023;BI Data Analyst;Data Analysis;USD;60000;Argentina;Entry-level;United States;M
2023;Data Scientist;Data Science and Research;CAD;105000;Canada;Entry-level;Canada;L
2022;Data Scientist;Data Science and Research;GBP;45000;France;Mid-level;United Kingdom;M
2023;Product Data Analyst;Data Analysis;USD;57000;Georgia;Senior;Russia;L
2023;Autonomous Vehicle Technician;Machine Learning and AI;USD;120000;United Kingdom;Mid-level;United Kingdom;M
2023;Data Modeler;Data Architecture and Modeling;USD;168400;United States;Senior;United States;M
2023;Data Modeler;Data Architecture and Modeling;USD;90700;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;150000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;95000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;161000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;85000;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;240000;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;157250;United States;Senior;United States;M
2023;Applied Scientist;Data Science and Research;USD;260000;United States;Senior;United States;L
2023;Applied Scientist;Data Science and Research;USD;136000;United States;Senior;United States;L
2023;Data Scientist;Data Science and Research;USD;277500;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;206000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;165000;United States;Mid-level;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;150000;United States;Mid-level;United States;M
2023;Applied Scientist;Data Science and Research;USD;222200;United States;Senior;United States;L
2023;Applied Scientist;Data Science and Research;USD;136000;United States;Senior;United States;L
2023;Data Scientist;Data Science and Research;USD;236500;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;176000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;155000;United Kingdom;Senior;United Kingdom;M
2023;Data Analyst;Data Analysis;USD;120000;United Kingdom;Senior;United Kingdom;M
2023;Data Scientist;Data Science and Research;USD;172800;United Kingdom;Senior;United Kingdom;M
2023;Data Scientist;Data Science and Research;USD;110000;United Kingdom;Senior;United Kingdom;M
2023;Applied Scientist;Data Science and Research;USD;260000;United States;Senior;United States;L
2023;Applied Scientist;Data Science and Research;USD;136000;United States;Senior;United States;L
2023;Data Engineer;Data Engineering;USD;171250;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;113750;United States;Senior;United States;M
2020;Sales Data Analyst;Data Analysis;USD;60000;Nigeria;Mid-level;Nigeria;M
2023;Cloud Data Engineer;Data Engineering;USD;100000;Germany;Entry-level;United States;L
2023;Finance Data Analyst;Data Analysis;EUR;300000;France;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;146000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;75000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;146000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;75000;United States;Senior;United States;M
2023;Research Scientist;Data Science and Research;USD;150000;United States;Entry-level;United States;M
2023;Research Scientist;Data Science and Research;USD;100000;United States;Entry-level;United States;M
2023;Data Analyst;Data Analysis;USD;62000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;55000;United States;Senior;United States;M
2023;Data Analytics Manager;Leadership and Management;USD;155000;United States;Mid-level;United States;M
2023;Data Analytics Manager;Leadership and Management;USD;140000;United States;Mid-level;United States;M
2023;Applied Scientist;Data Science and Research;USD;36000;Nigeria;Mid-level;Nigeria;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;247500;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;172200;United States;Senior;United States;M
2023;Data Specialist;Data Management and Strategy;USD;110000;United States;Mid-level;United States;M
2023;Data Specialist;Data Management and Strategy;USD;70000;United States;Mid-level;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;230000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;140100;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;297300;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;198200;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;204000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;161500;United States;Mid-level;United States;M
2023;Data Operations Analyst;Data Quality and Operations;USD;144000;United Kingdom;Senior;United Kingdom;M
2023;Data Operations Analyst;Data Quality and Operations;USD;77000;United Kingdom;Senior;United Kingdom;M
2023;Data Specialist;Data Management and Strategy;USD;87500;United States;Mid-level;United States;M
2023;Data Specialist;Data Management and Strategy;USD;62500;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;160000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;135000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;216000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;184000;United States;Senior;United States;M
2023;Data Modeler;Data Architecture and Modeling;GBP;90000;United Kingdom;Mid-level;United Kingdom;M
2023;Data Modeler;Data Architecture and Modeling;GBP;45000;United Kingdom;Mid-level;United Kingdom;M
2023;Research Engineer;Data Science and Research;USD;253000;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;156400;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;265000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;200000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;217000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;185000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;177300;United Kingdom;Senior;United Kingdom;M
2023;Data Scientist;Data Science and Research;USD;136300;United Kingdom;Senior;United Kingdom;M
2023;Data Analyst;Data Analysis;USD;83000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;72000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;208450;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;170550;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;72000;Colombia;Senior;Colombia;M
2023;Data Engineer;Data Engineering;USD;60000;Colombia;Senior;Colombia;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;200000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;130000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;190000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;165000;United States;Senior;United States;M
2023;Research Engineer;Data Science and Research;USD;165000;United States;Entry-level;United States;M
2023;Research Engineer;Data Science and Research;USD;145000;United States;Entry-level;United States;M
2023;Applied Scientist;Data Science and Research;USD;222200;United States;Senior;United States;L
2023;Applied Scientist;Data Science and Research;USD;136000;United States;Senior;United States;L
2023;Director of Data Science;Data Science and Research;USD;336400;United States;Executive;United States;M
2023;Director of Data Science;Data Science and Research;USD;201900;United States;Executive;United States;M
2023;Data Scientist;Data Science and Research;USD;189750;United States;Mid-level;United States;M
2023;Data Scientist;Data Science and Research;USD;131100;United States;Mid-level;United States;M
2023;Data Science Manager;Data Science and Research;USD;270000;United States;Mid-level;United States;M
2023;Data Science Manager;Data Science and Research;USD;95000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;170000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;120000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;117300;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;69000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;182000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;144000;United States;Senior;United States;M
2023;Data Science Lead;Data Science and Research;USD;244000;United States;Mid-level;United States;M
2023;Data Science Lead;Data Science and Research;USD;200000;United States;Mid-level;United States;M
2023;Data Analyst;Data Analysis;USD;120000;United States;Senior;United States;M
2023;Data Analyst;Data Analysis;USD;100000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;260000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;175000;United States;Mid-level;United States;M
2023;Data Engineer;Data Engineering;USD;190000;United States;Senior;United States;M
2023;Data Engineer;Data Engineering;USD;150000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;210000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;160000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;210000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;160000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;210000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;160000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;210000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;160000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;210000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;160000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;250000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;100000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;225000;United States;Senior;United States;M
2023;Machine Learning Engineer;Machine Learning and AI;USD;175000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;210000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;160000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;210000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;160000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;210000;United States;Senior;United States;M
2023;Data Scientist;Data Science and Research;USD;160000;United States;Senior;United States;M
